Job_Title,Company,Location,Skills,Experience_Level,Salary
Data Scientist,Microsoft,"Seattle, WA","JavaScript, React, Node.js",Senior,70960
Data Scientist,Facebook,"New York, NY","JavaScript, React, Node.js",Mid,181789
Data Scientist,Facebook,"New York, NY","Python, Pandas, Data Science",Entry,118920
AI Engineer,Microsoft,"Austin, TX","Java, AWS, Docker",Entry,81387
AI Engineer,Microsoft,"San Francisco, CA","JavaScript, React, Node.js",Mid,123960
Data Scientist,Microsoft,"Seattle, WA","C++, Deep Learning, TensorFlow",Senior,182994
Machine Learning Engineer,Facebook,"Austin, TX","Java, AWS, Docker",Senior,92628
Software Engineer,Microsoft,"New York, NY","Java, AWS, Docker",Entry,181269
Machine Learning Engineer,Google,"Boston, MA","JavaScript, React, Node.js",Entry,107452
DevOps Engineer,Tesla,"San Francisco, CA","JavaScript, React, Node.js",Mid,101098
AI Engineer,Tesla,"Boston, MA","JavaScript, React, Node.js",Entry,146861
Software Engineer,Amazon,"Austin, TX","C++, Deep Learning, TensorFlow",Mid,87949
Software Engineer,Amazon,"New York, NY","Java, AWS, Docker",Entry,133537
DevOps Engineer,Tesla,"Seattle, WA","Python, Pandas, Data Science",Entry,176003
DevOps Engineer,Google,"Boston, MA","C++, Deep Learning, TensorFlow",Entry,110701
Data Scientist,Facebook,"Seattle, WA","Python, SQL, Machine Learning",Senior,110511
AI Engineer,Facebook,"New York, NY","JavaScript, React, Node.js",Mid,140664
AI Engineer,Google,"Boston, MA","Java, AWS, Docker",Mid,99427
Machine Learning Engineer,Facebook,"Seattle, WA","C++, Deep Learning, TensorFlow",Senior,157180
Data Scientist,Microsoft,"Seattle, WA","Python, SQL, Machine Learning",Senior,163550
Data Scientist,Tesla,"Boston, MA","C++, Deep Learning, TensorFlow",Senior,198039
Data Scientist,Tesla,"New York, NY","C++, Deep Learning, TensorFlow",Mid,197733
Data Scientist,Google,"Seattle, WA","Python, Pandas, Data Science",Entry,137952
AI Engineer,Facebook,"Austin, TX","Python, Pandas, Data Science",Senior,126046
AI Engineer,Amazon,"Boston, MA","C++, Deep Learning, TensorFlow",Senior,166918
Data Scientist,Amazon,"San Francisco, CA","Python, SQL, Machine Learning",Senior,95200
Machine Learning Engineer,Facebook,"San Francisco, CA","Java, AWS, Docker",Entry,127442
Software Engineer,Amazon,"New York, NY","Java, AWS, Docker",Entry,151070
Software Engineer,Google,"Austin, TX","JavaScript, React, Node.js",Senior,118168
Machine Learning Engineer,Google,"Seattle, WA","JavaScript, React, Node.js",Entry,108322
Data Scientist,Facebook,"San Francisco, CA","Java, AWS, Docker",Senior,130246
AI Engineer,Amazon,"New York, NY","C++, Deep Learning, TensorFlow",Entry,75583
Software Engineer,Google,"Austin, TX","C++, Deep Learning, TensorFlow",Mid,142720
DevOps Engineer,Google,"Austin, TX","Python, Pandas, Data Science",Mid,197181
DevOps Engineer,Microsoft,"New York, NY","Python, Pandas, Data Science",Entry,119757
Machine Learning Engineer,Microsoft,"New York, NY","JavaScript, React, Node.js",Mid,66659
Data Scientist,Google,"Seattle, WA","Java, AWS, Docker",Mid,61238
Software Engineer,Facebook,"New York, NY","C++, Deep Learning, TensorFlow",Mid,181270
Data Scientist,Tesla,"Seattle, WA","Java, AWS, Docker",Senior,179211
Software Engineer,Tesla,"Seattle, WA","Python, SQL, Machine Learning",Entry,75064
Machine Learning Engineer,Google,"Boston, MA","Java, AWS, Docker",Entry,196692
Machine Learning Engineer,Google,"Austin, TX","Python, SQL, Machine Learning",Entry,159790
DevOps Engineer,Google,"Austin, TX","Python, Pandas, Data Science",Mid,162985
Data Scientist,Facebook,"Austin, TX","Python, Pandas, Data Science",Senior,104258
DevOps Engineer,Microsoft,"Boston, MA","JavaScript, React, Node.js",Entry,195542
Data Scientist,Google,"Seattle, WA","Java, AWS, Docker",Mid,84668
DevOps Engineer,Google,"Seattle, WA","Java, AWS, Docker",Senior,137259
AI Engineer,Amazon,"New York, NY","Python, SQL, Machine Learning",Senior,172192
AI Engineer,Facebook,"Boston, MA","Python, Pandas, Data Science",Entry,156576
AI Engineer,Google,"New York, NY","Python, SQL, Machine Learning",Entry,165481
AI Engineer,Amazon,"Boston, MA","Python, Pandas, Data Science",Mid,171505
Software Engineer,Tesla,"New York, NY","Python, SQL, Machine Learning",Entry,65397
AI Engineer,Google,"San Francisco, CA","Python, Pandas, Data Science",Mid,159925
Machine Learning Engineer,Google,"Austin, TX","Python, SQL, Machine Learning",Senior,143481
Machine Learning Engineer,Amazon,"Austin, TX","Python, Pandas, Data Science",Senior,120308
Software Engineer,Facebook,"Seattle, WA","Python, SQL, Machine Learning",Senior,61130
AI Engineer,Google,"San Francisco, CA","Java, AWS, Docker",Senior,184293
AI Engineer,Tesla,"Austin, TX","JavaScript, React, Node.js",Entry,74071
AI Engineer,Google,"Seattle, WA","Python, SQL, Machine Learning",Entry,145517
DevOps Engineer,Tesla,"San Francisco, CA","JavaScript, React, Node.js",Mid,170240
Data Scientist,Microsoft,"Austin, TX","Java, AWS, Docker",Mid,62118
DevOps Engineer,Microsoft,"New York, NY","Java, AWS, Docker",Mid,191735
Data Scientist,Tesla,"Boston, MA","Python, Pandas, Data Science",Mid,122408
AI Engineer,Facebook,"San Francisco, CA","JavaScript, React, Node.js",Mid,111786
AI Engineer,Google,"Seattle, WA","C++, Deep Learning, TensorFlow",Senior,141271
DevOps Engineer,Google,"San Francisco, CA","Python, Pandas, Data Science",Senior,79158
DevOps Engineer,Microsoft,"Seattle, WA","JavaScript, React, Node.js",Senior,91087
Data Scientist,Tesla,"San Francisco, CA","Python, SQL, Machine Learning",Mid,148114
Machine Learning Engineer,Google,"Seattle, WA","Python, SQL, Machine Learning",Senior,79874
Data Scientist,Google,"Austin, TX","Java, AWS, Docker",Senior,143443
DevOps Engineer,Facebook,"New York, NY","C++, Deep Learning, TensorFlow",Senior,100821
DevOps Engineer,Amazon,"Austin, TX","Python, SQL, Machine Learning",Senior,175675
Software Engineer,Microsoft,"New York, NY","JavaScript, React, Node.js",Entry,120582
DevOps Engineer,Microsoft,"Austin, TX","JavaScript, React, Node.js",Mid,182603
Software Engineer,Amazon,"Austin, TX","Python, SQL, Machine Learning",Mid,129381
Machine Learning Engineer,Google,"San Francisco, CA","JavaScript, React, Node.js",Entry,171800
Data Scientist,Facebook,"Boston, MA","JavaScript, React, Node.js",Senior,190805
Data Scientist,Facebook,"Seattle, WA","Java, AWS, Docker",Senior,142018
Software Engineer,Microsoft,"Seattle, WA","C++, Deep Learning, TensorFlow",Senior,160592
Data Scientist,Facebook,"Seattle, WA","Java, AWS, Docker",Mid,151626
DevOps Engineer,Amazon,"New York, NY","C++, Deep Learning, TensorFlow",Mid,146217
AI Engineer,Google,"Seattle, WA","JavaScript, React, Node.js",Mid,132799
Software Engineer,Amazon,"Seattle, WA","C++, Deep Learning, TensorFlow",Mid,122185
Data Scientist,Tesla,"San Francisco, CA","JavaScript, React, Node.js",Mid,101538
Software Engineer,Microsoft,"Austin, TX","JavaScript, React, Node.js",Entry,80343
Software Engineer,Facebook,"Seattle, WA","Java, AWS, Docker",Mid,180026
AI Engineer,Tesla,"Boston, MA","Java, AWS, Docker",Senior,113106
DevOps Engineer,Facebook,"Seattle, WA","Python, Pandas, Data Science",Mid,174322
Software Engineer,Google,"New York, NY","Python, SQL, Machine Learning",Entry,141227
Data Scientist,Google,"New York, NY","Python, Pandas, Data Science",Senior,102135
Machine Learning Engineer,Google,"New York, NY","Python, Pandas, Data Science",Entry,179599
Software Engineer,Facebook,"Seattle, WA","C++, Deep Learning, TensorFlow",Senior,143470
Software Engineer,Tesla,"San Francisco, CA","JavaScript, React, Node.js",Mid,80910
AI Engineer,Google,"Boston, MA","JavaScript, React, Node.js",Entry,198213
DevOps Engineer,Tesla,"Seattle, WA","JavaScript, React, Node.js",Senior,105950
Machine Learning Engineer,Facebook,"San Francisco, CA","Python, SQL, Machine Learning",Mid,76225
Data Scientist,Tesla,"San Francisco, CA","C++, Deep Learning, TensorFlow",Senior,92959
Machine Learning Engineer,Facebook,"Seattle, WA","C++, Deep Learning, TensorFlow",Entry,109192
Data Scientist,Facebook,"Seattle, WA","JavaScript, React, Node.js",Entry,139711
DevOps Engineer,Microsoft,"San Francisco, CA","Python, Pandas, Data Science",Entry,63449
Data Scientist,Facebook,"San Francisco, CA","Python, SQL, Machine Learning",Entry,164213
AI Engineer,Facebook,"San Francisco, CA","Python, Pandas, Data Science",Mid,160245
AI Engineer,Amazon,"Seattle, WA","Java, AWS, Docker",Senior,157069
AI Engineer,Google,"San Francisco, CA","C++, Deep Learning, TensorFlow",Mid,83908
AI Engineer,Microsoft,"New York, NY","C++, Deep Learning, TensorFlow",Entry,164847
Machine Learning Engineer,Microsoft,"Seattle, WA","Python, Pandas, Data Science",Senior,180910
DevOps Engineer,Microsoft,"New York, NY","Python, SQL, Machine Learning",Entry,74012
Data Scientist,Amazon,"Austin, TX","C++, Deep Learning, TensorFlow",Mid,77412
Data Scientist,Facebook,"Seattle, WA","Python, Pandas, Data Science",Mid,170030
AI Engineer,Google,"Austin, TX","Python, SQL, Machine Learning",Mid,84657
AI Engineer,Tesla,"San Francisco, CA","Python, Pandas, Data Science",Senior,65656
Software Engineer,Facebook,"San Francisco, CA","Python, SQL, Machine Learning",Senior,75873
DevOps Engineer,Amazon,"Boston, MA","JavaScript, React, Node.js",Entry,154485
Machine Learning Engineer,Facebook,"San Francisco, CA","Python, SQL, Machine Learning",Senior,169383
Data Scientist,Facebook,"Austin, TX","Java, AWS, Docker",Senior,61607
Software Engineer,Amazon,"San Francisco, CA","JavaScript, React, Node.js",Mid,108447
Software Engineer,Microsoft,"Seattle, WA","Python, Pandas, Data Science",Entry,109757
Data Scientist,Microsoft,"San Francisco, CA","JavaScript, React, Node.js",Mid,129201
Machine Learning Engineer,Google,"Boston, MA","JavaScript, React, Node.js",Entry,188765
Software Engineer,Google,"San Francisco, CA","Python, Pandas, Data Science",Entry,65462
Software Engineer,Microsoft,"Austin, TX","Python, Pandas, Data Science",Senior,176832
DevOps Engineer,Tesla,"Austin, TX","Java, AWS, Docker",Mid,108465
Machine Learning Engineer,Facebook,"San Francisco, CA","Python, Pandas, Data Science",Senior,150027
Software Engineer,Tesla,"Austin, TX","C++, Deep Learning, TensorFlow",Senior,110528
Machine Learning Engineer,Facebook,"Austin, TX","C++, Deep Learning, TensorFlow",Senior,96230
Data Scientist,Microsoft,"Boston, MA","Java, AWS, Docker",Entry,108242
AI Engineer,Google,"Seattle, WA","Python, SQL, Machine Learning",Mid,174688
Software Engineer,Google,"Boston, MA","Python, SQL, Machine Learning",Mid,61783
DevOps Engineer,Tesla,"New York, NY","C++, Deep Learning, TensorFlow",Senior,88390
Data Scientist,Google,"Boston, MA","Python, Pandas, Data Science",Entry,199489
Machine Learning Engineer,Microsoft,"San Francisco, CA","Java, AWS, Docker",Mid,132102
Data Scientist,Tesla,"Seattle, WA","Python, SQL, Machine Learning",Mid,77426
Software Engineer,Facebook,"San Francisco, CA","Python, SQL, Machine Learning",Senior,90750
Machine Learning Engineer,Google,"New York, NY","JavaScript, React, Node.js",Entry,118188
AI Engineer,Amazon,"Seattle, WA","C++, Deep Learning, TensorFlow",Senior,70872
Data Scientist,Google,"Austin, TX","Python, Pandas, Data Science",Mid,154231
Software Engineer,Facebook,"Boston, MA","Java, AWS, Docker",Entry,189860
DevOps Engineer,Tesla,"San Francisco, CA","Python, SQL, Machine Learning",Senior,126770
Machine Learning Engineer,Facebook,"New York, NY","JavaScript, React, Node.js",Mid,184158
Data Scientist,Amazon,"Austin, TX","C++, Deep Learning, TensorFlow",Senior,143514
Data Scientist,Microsoft,"Boston, MA","C++, Deep Learning, TensorFlow",Senior,152663
AI Engineer,Google,"Austin, TX","Java, AWS, Docker",Senior,194363
AI Engineer,Tesla,"Boston, MA","Python, SQL, Machine Learning",Entry,172808
DevOps Engineer,Microsoft,"Seattle, WA","Java, AWS, Docker",Mid,170091
DevOps Engineer,Facebook,"Austin, TX","Java, AWS, Docker",Mid,159272
Software Engineer,Tesla,"Austin, TX","JavaScript, React, Node.js",Mid,109393
Software Engineer,Microsoft,"Austin, TX","C++, Deep Learning, TensorFlow",Mid,153558
DevOps Engineer,Tesla,"Seattle, WA","Python, Pandas, Data Science",Entry,129770
DevOps Engineer,Amazon,"New York, NY","C++, Deep Learning, TensorFlow",Senior,86720
Machine Learning Engineer,Amazon,"Boston, MA","C++, Deep Learning, TensorFlow",Mid,73368
AI Engineer,Google,"Austin, TX","JavaScript, React, Node.js",Entry,107969
Software Engineer,Google,"Seattle, WA","Python, Pandas, Data Science",Senior,108838
AI Engineer,Amazon,"New York, NY","Python, SQL, Machine Learning",Entry,68734
AI Engineer,Tesla,"Boston, MA","Python, Pandas, Data Science",Entry,167187
DevOps Engineer,Amazon,"Seattle, WA","Python, SQL, Machine Learning",Mid,159329
Machine Learning Engineer,Google,"Boston, MA","Python, Pandas, Data Science",Mid,128895
Data Scientist,Amazon,"Austin, TX","Java, AWS, Docker",Senior,180424
Machine Learning Engineer,Amazon,"New York, NY","Python, Pandas, Data Science",Senior,161255
Machine Learning Engineer,Tesla,"Seattle, WA","JavaScript, React, Node.js",Mid,118073
AI Engineer,Microsoft,"New York, NY","Python, SQL, Machine Learning",Entry,75624
Machine Learning Engineer,Google,"Austin, TX","C++, Deep Learning, TensorFlow",Mid,84315
Software Engineer,Tesla,"New York, NY","JavaScript, React, Node.js",Senior,77422
AI Engineer,Amazon,"New York, NY","Python, SQL, Machine Learning",Entry,132663
Software Engineer,Amazon,"San Francisco, CA","Python, SQL, Machine Learning",Entry,161216
Data Scientist,Microsoft,"New York, NY","C++, Deep Learning, TensorFlow",Entry,92743
AI Engineer,Google,"Boston, MA","Java, AWS, Docker",Mid,70108
Data Scientist,Google,"Seattle, WA","JavaScript, React, Node.js",Mid,96180
AI Engineer,Facebook,"San Francisco, CA","C++, Deep Learning, TensorFlow",Senior,78883
DevOps Engineer,Google,"Seattle, WA","C++, Deep Learning, TensorFlow",Entry,104400
Machine Learning Engineer,Microsoft,"Seattle, WA","Java, AWS, Docker",Entry,107951
DevOps Engineer,Facebook,"Austin, TX","JavaScript, React, Node.js",Mid,198232
Data Scientist,Facebook,"Austin, TX","C++, Deep Learning, TensorFlow",Senior,115262
Machine Learning Engineer,Amazon,"San Francisco, CA","Java, AWS, Docker",Senior,143133
AI Engineer,Amazon,"Austin, TX","JavaScript, React, Node.js",Entry,175106
Machine Learning Engineer,Google,"Austin, TX","Python, Pandas, Data Science",Mid,130496
Software Engineer,Facebook,"Austin, TX","Python, SQL, Machine Learning",Entry,121934
Machine Learning Engineer,Amazon,"Seattle, WA","Java, AWS, Docker",Mid,138886
Software Engineer,Microsoft,"San Francisco, CA","Python, SQL, Machine Learning",Senior,90881
Machine Learning Engineer,Amazon,"Seattle, WA","Python, Pandas, Data Science",Entry,78409
Software Engineer,Amazon,"Boston, MA","C++, Deep Learning, TensorFlow",Entry,158171
Data Scientist,Facebook,"Seattle, WA","C++, Deep Learning, TensorFlow",Entry,108951
DevOps Engineer,Facebook,"Boston, MA","JavaScript, React, Node.js",Senior,68752
AI Engineer,Tesla,"New York, NY","Java, AWS, Docker",Entry,177339
Machine Learning Engineer,Microsoft,"New York, NY","Java, AWS, Docker",Senior,104864
DevOps Engineer,Facebook,"Boston, MA","JavaScript, React, Node.js",Mid,132035
AI Engineer,Google,"Boston, MA","Python, SQL, Machine Learning",Senior,146675
AI Engineer,Microsoft,"Seattle, WA","C++, Deep Learning, TensorFlow",Mid,82343
Software Engineer,Microsoft,"Boston, MA","C++, Deep Learning, TensorFlow",Senior,79673
Data Scientist,Facebook,"San Francisco, CA","Java, AWS, Docker",Senior,155024
Data Scientist,Microsoft,"New York, NY","Java, AWS, Docker",Entry,86520
DevOps Engineer,Facebook,"New York, NY","JavaScript, React, Node.js",Senior,75784
Data Scientist,Amazon,"Boston, MA","Python, Pandas, Data Science",Entry,177446
Machine Learning Engineer,Tesla,"Austin, TX","Python, SQL, Machine Learning",Mid,98079
Data Scientist,Amazon,"Austin, TX","Python, Pandas, Data Science",Mid,104220
DevOps Engineer,Facebook,"Boston, MA","Python, Pandas, Data Science",Entry,172878
Data Scientist,Facebook,"San Francisco, CA","Java, AWS, Docker",Mid,176583
Machine Learning Engineer,Amazon,"Austin, TX","Java, AWS, Docker",Senior,108720
Software Engineer,Google,"Boston, MA","Java, AWS, Docker",Entry,74718
DevOps Engineer,Google,"San Francisco, CA","Python, Pandas, Data Science",Entry,121217
Software Engineer,Google,"San Francisco, CA","Python, SQL, Machine Learning",Entry,160668
Software Engineer,Facebook,"Seattle, WA","Java, AWS, Docker",Mid,148378
Software Engineer,Microsoft,"San Francisco, CA","C++, Deep Learning, TensorFlow",Mid,68177
AI Engineer,Facebook,"Austin, TX","Python, SQL, Machine Learning",Senior,182318
AI Engineer,Microsoft,"Austin, TX","C++, Deep Learning, TensorFlow",Senior,171145
Software Engineer,Amazon,"Boston, MA","Python, SQL, Machine Learning",Entry,73418
DevOps Engineer,Tesla,"Boston, MA","Java, AWS, Docker",Senior,148075
Machine Learning Engineer,Microsoft,"San Francisco, CA","JavaScript, React, Node.js",Mid,125227
Machine Learning Engineer,Google,"New York, NY","Java, AWS, Docker",Senior,77533
Data Scientist,Facebook,"Seattle, WA","Python, Pandas, Data Science",Mid,161457
DevOps Engineer,Amazon,"New York, NY","Python, Pandas, Data Science",Senior,167504
AI Engineer,Google,"San Francisco, CA","Python, SQL, Machine Learning",Mid,184202
Software Engineer,Amazon,"San Francisco, CA","Python, Pandas, Data Science",Mid,70273
Data Scientist,Tesla,"New York, NY","Java, AWS, Docker",Senior,93519
Machine Learning Engineer,Facebook,"Seattle, WA","C++, Deep Learning, TensorFlow",Senior,187024
AI Engineer,Facebook,"New York, NY","Java, AWS, Docker",Mid,184540
AI Engineer,Tesla,"Boston, MA","Python, SQL, Machine Learning",Entry,143460
Software Engineer,Facebook,"Austin, TX","Python, Pandas, Data Science",Senior,164471
Machine Learning Engineer,Microsoft,"Boston, MA","C++, Deep Learning, TensorFlow",Mid,164668
DevOps Engineer,Amazon,"Austin, TX","JavaScript, React, Node.js",Senior,127519
AI Engineer,Google,"San Francisco, CA","C++, Deep Learning, TensorFlow",Senior,150426
Software Engineer,Tesla,"Seattle, WA","C++, Deep Learning, TensorFlow",Senior,74629
DevOps Engineer,Microsoft,"New York, NY","Java, AWS, Docker",Senior,109056
Machine Learning Engineer,Google,"Seattle, WA","JavaScript, React, Node.js",Senior,71273
AI Engineer,Google,"New York, NY","Python, SQL, Machine Learning",Entry,180484
DevOps Engineer,Tesla,"Boston, MA","Python, SQL, Machine Learning",Entry,157275
DevOps Engineer,Microsoft,"Boston, MA","C++, Deep Learning, TensorFlow",Entry,198966
DevOps Engineer,Google,"New York, NY","C++, Deep Learning, TensorFlow",Mid,106073
AI Engineer,Google,"Seattle, WA","Python, Pandas, Data Science",Entry,105693
AI Engineer,Microsoft,"New York, NY","JavaScript, React, Node.js",Entry,84343
Data Scientist,Facebook,"San Francisco, CA","C++, Deep Learning, TensorFlow",Mid,103095
Machine Learning Engineer,Google,"Boston, MA","Python, Pandas, Data Science",Entry,182388
Software Engineer,Amazon,"San Francisco, CA","JavaScript, React, Node.js",Senior,174441
DevOps Engineer,Microsoft,"Boston, MA","Python, SQL, Machine Learning",Entry,160782
Data Scientist,Google,"Boston, MA","Python, Pandas, Data Science",Entry,132590
Software Engineer,Tesla,"Austin, TX","JavaScript, React, Node.js",Entry,168263
Data Scientist,Amazon,"San Francisco, CA","Python, Pandas, Data Science",Senior,89373
AI Engineer,Google,"San Francisco, CA","C++, Deep Learning, TensorFlow",Senior,87525
DevOps Engineer,Amazon,"Austin, TX","Java, AWS, Docker",Senior,187716
Software Engineer,Amazon,"Seattle, WA","Python, SQL, Machine Learning",Senior,164513
Software Engineer,Facebook,"San Francisco, CA","C++, Deep Learning, TensorFlow",Mid,189401
Software Engineer,Amazon,"New York, NY","C++, Deep Learning, TensorFlow",Senior,156643
Software Engineer,Facebook,"Austin, TX","JavaScript, React, Node.js",Senior,157694
Software Engineer,Microsoft,"San Francisco, CA","Python, Pandas, Data Science",Senior,96136
Data Scientist,Facebook,"Seattle, WA","Python, SQL, Machine Learning",Senior,116539
DevOps Engineer,Tesla,"San Francisco, CA","C++, Deep Learning, TensorFlow",Mid,128363
AI Engineer,Google,"Boston, MA","JavaScript, React, Node.js",Entry,141526
AI Engineer,Microsoft,"New York, NY","Python, SQL, Machine Learning",Entry,95255
AI Engineer,Microsoft,"Austin, TX","Python, Pandas, Data Science",Senior,178209
AI Engineer,Tesla,"Boston, MA","C++, Deep Learning, TensorFlow",Senior,146437
Data Scientist,Facebook,"Seattle, WA","C++, Deep Learning, TensorFlow",Senior,192715
Machine Learning Engineer,Google,"Boston, MA","C++, Deep Learning, TensorFlow",Entry,175900
DevOps Engineer,Facebook,"Boston, MA","Python, SQL, Machine Learning",Entry,83729
Software Engineer,Amazon,"Seattle, WA","Python, SQL, Machine Learning",Senior,81818
Machine Learning Engineer,Facebook,"Boston, MA","Python, SQL, Machine Learning",Entry,125555
AI Engineer,Microsoft,"Austin, TX","Python, SQL, Machine Learning",Mid,158979
Machine Learning Engineer,Google,"San Francisco, CA","JavaScript, React, Node.js",Senior,113629
DevOps Engineer,Facebook,"Boston, MA","Java, AWS, Docker",Senior,175296
Software Engineer,Google,"Austin, TX","JavaScript, React, Node.js",Mid,115438
Software Engineer,Google,"San Francisco, CA","C++, Deep Learning, TensorFlow",Mid,69457
DevOps Engineer,Amazon,"San Francisco, CA","JavaScript, React, Node.js",Entry,93922
DevOps Engineer,Amazon,"Boston, MA","Python, Pandas, Data Science",Mid,168122
AI Engineer,Microsoft,"Austin, TX","Python, SQL, Machine Learning",Senior,162020
Software Engineer,Tesla,"Boston, MA","Python, Pandas, Data Science",Entry,148405
Machine Learning Engineer,Google,"Seattle, WA","Python, Pandas, Data Science",Mid,176130
Data Scientist,Tesla,"San Francisco, CA","C++, Deep Learning, TensorFlow",Entry,128038
Data Scientist,Microsoft,"Boston, MA","Python, SQL, Machine Learning",Entry,122325
DevOps Engineer,Google,"San Francisco, CA","Python, Pandas, Data Science",Entry,85600
AI Engineer,Google,"Austin, TX","C++, Deep Learning, TensorFlow",Entry,121526
Data Scientist,Tesla,"New York, NY","Python, SQL, Machine Learning",Mid,73149
Software Engineer,Facebook,"Boston, MA","Java, AWS, Docker",Senior,172168
DevOps Engineer,Amazon,"Boston, MA","C++, Deep Learning, TensorFlow",Senior,169813
Machine Learning Engineer,Facebook,"San Francisco, CA","JavaScript, React, Node.js",Mid,151779
DevOps Engineer,Tesla,"Austin, TX","Python, SQL, Machine Learning",Senior,194266
Machine Learning Engineer,Amazon,"Seattle, WA","Python, Pandas, Data Science",Entry,92398
DevOps Engineer,Facebook,"Austin, TX","Python, Pandas, Data Science",Entry,64789
DevOps Engineer,Amazon,"Boston, MA","JavaScript, React, Node.js",Entry,124967
DevOps Engineer,Google,"Seattle, WA","JavaScript, React, Node.js",Mid,158837
Machine Learning Engineer,Facebook,"Austin, TX","Python, Pandas, Data Science",Entry,161967
Machine Learning Engineer,Amazon,"New York, NY","Python, SQL, Machine Learning",Entry,191201
DevOps Engineer,Amazon,"San Francisco, CA","C++, Deep Learning, TensorFlow",Mid,119683
Data Scientist,Amazon,"Austin, TX","JavaScript, React, Node.js",Entry,105331
AI Engineer,Facebook,"Austin, TX","JavaScript, React, Node.js",Entry,94626
AI Engineer,Microsoft,"New York, NY","JavaScript, React, Node.js",Senior,72342
AI Engineer,Facebook,"Boston, MA","Java, AWS, Docker",Mid,96417
Machine Learning Engineer,Tesla,"San Francisco, CA","Python, SQL, Machine Learning",Entry,112664
Machine Learning Engineer,Facebook,"Austin, TX","Python, SQL, Machine Learning",Entry,68833
Data Scientist,Amazon,"Seattle, WA","Python, SQL, Machine Learning",Entry,120658
AI Engineer,Google,"Austin, TX","Python, SQL, Machine Learning",Entry,191809
AI Engineer,Facebook,"San Francisco, CA","Python, SQL, Machine Learning",Senior,154965
DevOps Engineer,Facebook,"Austin, TX","Python, Pandas, Data Science",Senior,124054
Machine Learning Engineer,Amazon,"New York, NY","JavaScript, React, Node.js",Senior,61299
AI Engineer,Google,"Austin, TX","Python, Pandas, Data Science",Senior,125875
Data Scientist,Google,"Austin, TX","Java, AWS, Docker",Mid,174286
Data Scientist,Tesla,"Seattle, WA","C++, Deep Learning, TensorFlow",Entry,158730
AI Engineer,Facebook,"New York, NY","JavaScript, React, Node.js",Senior,116298
Machine Learning Engineer,Google,"New York, NY","Java, AWS, Docker",Entry,181035
Data Scientist,Google,"Austin, TX","Python, Pandas, Data Science",Mid,169825
DevOps Engineer,Microsoft,"Seattle, WA","C++, Deep Learning, TensorFlow",Entry,175637
Data Scientist,Microsoft,"Austin, TX","Java, AWS, Docker",Entry,132618
Software Engineer,Google,"Austin, TX","C++, Deep Learning, TensorFlow",Senior,85532
Software Engineer,Tesla,"San Francisco, CA","Java, AWS, Docker",Senior,168197
Machine Learning Engineer,Google,"San Francisco, CA","Python, Pandas, Data Science",Mid,190860
AI Engineer,Amazon,"Seattle, WA","C++, Deep Learning, TensorFlow",Entry,120285
Machine Learning Engineer,Facebook,"Boston, MA","Java, AWS, Docker",Senior,78866
Machine Learning Engineer,Tesla,"San Francisco, CA","Python, Pandas, Data Science",Senior,198665
Machine Learning Engineer,Amazon,"Boston, MA","JavaScript, React, Node.js",Senior,69495
Machine Learning Engineer,Tesla,"New York, NY","Python, Pandas, Data Science",Mid,67837
DevOps Engineer,Amazon,"San Francisco, CA","Python, Pandas, Data Science",Entry,90346
DevOps Engineer,Facebook,"San Francisco, CA","JavaScript, React, Node.js",Senior,168621
Data Scientist,Facebook,"Seattle, WA","Python, Pandas, Data Science",Entry,83412
Software Engineer,Microsoft,"Boston, MA","JavaScript, React, Node.js",Mid,178833
Machine Learning Engineer,Amazon,"San Francisco, CA","JavaScript, React, Node.js",Entry,125206
Data Scientist,Microsoft,"San Francisco, CA","JavaScript, React, Node.js",Senior,70934
Software Engineer,Amazon,"Seattle, WA","Java, AWS, Docker",Entry,90723
AI Engineer,Microsoft,"Seattle, WA","C++, Deep Learning, TensorFlow",Entry,187968
DevOps Engineer,Facebook,"Boston, MA","Java, AWS, Docker",Mid,181988
Software Engineer,Tesla,"New York, NY","JavaScript, React, Node.js",Mid,96523
AI Engineer,Microsoft,"New York, NY","C++, Deep Learning, TensorFlow",Entry,161150
Software Engineer,Amazon,"Austin, TX","C++, Deep Learning, TensorFlow",Entry,180950
DevOps Engineer,Amazon,"San Francisco, CA","JavaScript, React, Node.js",Entry,101646
DevOps Engineer,Facebook,"Boston, MA","C++, Deep Learning, TensorFlow",Mid,112776
Data Scientist,Amazon,"San Francisco, CA","C++, Deep Learning, TensorFlow",Mid,79116
Machine Learning Engineer,Google,"Boston, MA","Java, AWS, Docker",Entry,172858
Software Engineer,Tesla,"Boston, MA","C++, Deep Learning, TensorFlow",Mid,136620
Software Engineer,Microsoft,"Boston, MA","JavaScript, React, Node.js",Senior,142604
AI Engineer,Tesla,"San Francisco, CA","Python, SQL, Machine Learning",Mid,154452
DevOps Engineer,Facebook,"Seattle, WA","Python, SQL, Machine Learning",Mid,193991
Software Engineer,Microsoft,"San Francisco, CA","Python, SQL, Machine Learning",Mid,83550
DevOps Engineer,Microsoft,"Boston, MA","JavaScript, React, Node.js",Senior,130227
Software Engineer,Google,"Austin, TX","Python, SQL, Machine Learning",Senior,83212
Data Scientist,Facebook,"New York, NY","Java, AWS, Docker",Senior,100118
Machine Learning Engineer,Amazon,"Boston, MA","JavaScript, React, Node.js",Entry,88602
