Job_Title,Company,Location,Experience_Level,Salary,AWS,C++,Data Science,Deep Learning,Docker,Java,JavaScript,Machine Learning,Node.js,Pandas,Python,React,SQL,TensorFlow
1,2,2,0,66218,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,3,0,0,184283,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3,2,3,0,124057,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,4,4,2,138609,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4,0,2,2,183108,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2,4,4,0,70046,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3,4,4,1,177462,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3,3,3,0,169345,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3,0,0,1,97117,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,2,3,1,189980,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3,2,2,1,196037,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2,1,4,0,77373,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3,2,3,0,105452,1,0,0,0,1,1,0,0,0,0,0,0,0,0
0,3,3,1,66654,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3,4,3,2,183319,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,4,2,2,165646,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,4,0,2,86583,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3,0,3,1,154242,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1,2,2,0,197432,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,3,4,1,113968,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4,0,1,2,194815,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,1,2,0,198231,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3,3,1,1,191590,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,3,3,1,76652,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,3,3,2,173114,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2,4,2,1,162489,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,3,1,0,137001,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,2,3,2,184269,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4,3,4,2,136757,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3,4,0,0,84395,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,3,0,2,193407,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4,1,3,1,161978,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1,1,1,1,191572,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,4,3,2,184541,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4,2,1,0,68083,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,2,4,1,166598,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4,0,1,0,196615,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,4,3,1,156171,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2,3,4,1,180423,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4,4,2,2,66613,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,0,0,2,170033,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2,4,3,0,136202,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2,4,3,2,145666,1,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,3,1,82068,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3,2,4,1,109057,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,3,2,0,78946,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,0,1,0,145237,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,1,2,1,65769,1,0,0,0,1,1,0,0,0,0,0,0,0,0
4,2,4,2,121340,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2,1,3,2,139199,1,0,0,0,1,1,0,0,0,0,0,0,0,0
3,2,0,0,164222,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2,3,3,0,93434,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4,3,1,1,82102,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3,4,0,1,81536,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,1,3,0,164639,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3,2,0,1,110775,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,3,2,0,91147,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1,0,4,0,110526,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2,3,3,2,164663,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3,0,1,0,172180,0,1,0,1,0,0,0,0,0,0,0,0,0,1
4,2,2,1,184233,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,3,3,2,83088,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1,3,2,2,128464,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,2,1,1,165921,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,3,3,1,119998,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3,0,1,1,100382,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1,3,0,0,88184,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3,1,1,2,97739,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,4,0,0,187937,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,0,3,0,199461,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,1,0,0,77352,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1,2,3,0,186788,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4,0,3,2,177843,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2,4,4,2,91828,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2,4,3,0,128040,1,0,0,0,1,1,0,0,0,0,0,0,0,0
3,2,0,1,154279,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,2,4,2,154430,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4,0,4,0,175957,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3,3,3,1,77748,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,2,1,1,148636,1,0,0,0,1,1,0,0,0,0,0,0,0,0
3,3,1,0,175158,1,0,0,0,1,1,0,0,0,0,0,0,0,0
3,1,4,2,70246,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1,4,3,1,119395,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,3,1,2,110300,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3,4,3,2,194158,1,0,0,0,1,1,0,0,0,0,0,0,0,0
4,3,3,1,74860,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4,1,4,0,77013,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2,2,4,1,198479,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,1,2,1,93542,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,2,1,2,84935,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,2,1,0,109079,1,0,0,0,1,1,0,0,0,0,0,0,0,0
3,4,1,2,94111,1,0,0,0,1,1,0,0,0,0,0,0,0,0
0,1,0,1,116550,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4,3,3,0,136955,1,0,0,0,1,1,0,0,0,0,0,0,0,0
4,1,4,0,100565,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1,4,1,0,79283,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,2,2,0,126470,1,0,0,0,1,1,0,0,0,0,0,0,0,0
3,4,1,0,146916,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2,0,3,1,139552,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,0,3,1,98233,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3,3,4,1,82695,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,4,0,2,186440,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2,3,4,0,141257,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,3,1,0,61505,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1,0,2,1,196435,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,3,4,0,103614,1,0,0,0,1,1,0,0,0,0,0,0,0,0
4,0,0,2,61010,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,2,4,0,190560,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,4,3,0,129393,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1,3,1,2,124512,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,0,1,1,158026,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1,1,1,1,135656,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,3,1,0,157686,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,2,1,2,75489,1,0,0,0,1,1,0,0,0,0,0,0,0,0
4,2,1,1,119789,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3,1,2,1,129925,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,1,109703,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2,3,1,0,136625,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,2,167535,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2,2,1,0,63051,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,0,4,1,88805,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2,2,1,2,154978,1,0,0,0,1,1,0,0,0,0,0,0,0,0
3,0,3,0,104557,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4,1,2,1,193627,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2,4,4,1,110241,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2,1,4,0,187838,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4,1,3,1,125994,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3,4,1,1,174005,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1,4,2,2,76066,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,3,4,1,195793,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4,3,2,0,137982,1,0,0,0,1,1,0,0,0,0,0,0,0,0
0,1,4,2,66304,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4,1,1,0,102967,1,0,0,0,1,1,0,0,0,0,0,0,0,0
0,2,4,1,138763,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3,2,4,2,100462,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,3,0,2,180356,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4,3,1,2,131834,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2,2,3,2,171023,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3,2,3,0,177771,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4,0,1,1,135842,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,0,3,1,62589,0,1,0,1,0,0,0,0,0,0,0,0,0,1
4,2,1,2,185023,1,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,3,1,114918,1,0,0,0,1,1,0,0,0,0,0,0,0,0
4,4,0,0,67711,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4,3,3,1,119430,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4,3,4,0,162605,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3,2,1,0,63970,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4,1,2,1,129535,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2,2,2,0,146570,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,0,1,0,181315,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,1,0,0,172111,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4,0,3,0,101730,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3,4,0,2,183252,1,0,0,0,1,1,0,0,0,0,0,0,0,0
3,0,2,1,197022,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,4,1,2,123944,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4,4,1,0,167437,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,0,0,1,186794,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3,0,0,0,132123,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4,4,3,1,82880,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3,1,4,2,147829,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3,4,4,1,192633,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,3,3,0,113205,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1,4,4,1,166948,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,1,2,1,119810,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2,3,4,2,173089,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,2,3,0,124482,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3,2,4,1,129192,1,0,0,0,1,1,0,0,0,0,0,0,0,0
4,1,1,2,147154,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3,4,0,1,146066,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,0,2,0,188514,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2,1,1,1,92977,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3,3,1,1,64983,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,3,3,1,109029,0,1,0,1,0,0,0,0,0,0,0,0,0,1
4,2,0,1,182668,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2,3,0,0,102837,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2,1,2,2,177512,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,3,3,2,126786,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,1,2,1,64758,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,0,4,0,162667,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2,2,1,0,168119,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,3,2,0,160157,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,1,1,0,142673,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,4,3,0,157639,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,2,4,0,192940,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,0,3,1,174869,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3,1,4,2,79728,1,0,0,0,1,1,0,0,0,0,0,0,0,0
4,0,4,2,163542,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,0,1,1,153565,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,3,3,2,185019,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3,3,3,0,196352,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4,1,2,0,162548,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2,4,3,2,193236,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2,1,2,0,181289,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,4,0,0,189068,0,1,0,1,0,0,0,0,0,0,0,0,0,1
4,0,0,2,139624,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1,2,0,1,62821,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,1,3,2,115090,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1,1,3,2,106454,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,4,2,2,164273,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,0,4,2,164472,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,0,2,1,191935,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,4,0,1,76148,1,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,2,0,146545,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2,3,4,0,114459,1,0,0,0,1,1,0,0,0,0,0,0,0,0
4,2,3,2,144224,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3,1,2,0,126189,0,1,0,1,0,0,0,0,0,0,0,0,0,1
4,2,0,1,199201,1,0,0,0,1,1,0,0,0,0,0,0,0,0
4,1,0,0,151954,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2,3,3,0,83118,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3,0,2,0,191515,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3,4,4,2,149379,1,0,0,0,1,1,0,0,0,0,0,0,0,0
3,3,3,0,81053,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,2,2,1,156384,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2,4,1,1,177545,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3,0,0,1,186675,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,3,4,1,153749,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,4,4,0,199363,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,3,4,2,76285,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,3,0,1,121589,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,0,2,1,73944,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,1,3,2,161041,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2,4,2,2,148876,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,0,3,1,155561,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3,3,4,1,114391,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,0,2,2,61607,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3,1,4,1,62953,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3,4,1,1,104941,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,1,4,0,121683,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4,2,4,2,169588,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4,4,3,0,182080,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,1,1,0,71154,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,3,4,2,185542,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3,4,4,0,148529,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4,4,1,1,74323,1,0,0,0,1,1,0,0,0,0,0,0,0,0
3,0,1,0,97693,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4,3,2,2,149170,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4,2,3,1,105111,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4,1,1,1,99491,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2,0,1,1,109336,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1,1,0,1,76905,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3,2,1,0,90273,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,2,3,0,185191,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2,4,4,1,175936,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,2,4,2,126538,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2,1,4,1,164570,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2,3,4,0,153339,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,3,0,1,181132,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3,4,1,0,188993,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,1,4,1,71330,1,0,0,0,1,1,0,0,0,0,0,0,0,0
3,1,2,2,132553,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,2,4,1,143537,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,1,1,2,120985,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3,0,4,2,77044,1,0,0,0,1,1,0,0,0,0,0,0,0,0
4,2,0,1,182304,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,0,3,2,196322,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4,4,3,2,83289,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4,3,1,0,93087,1,0,0,0,1,1,0,0,0,0,0,0,0,0
4,4,3,0,135952,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,3,3,2,96368,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,4,2,1,180648,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4,1,1,2,130815,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,0,1,1,150693,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3,3,3,0,118900,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,2,3,1,75494,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3,0,3,2,176486,1,0,0,0,1,1,0,0,0,0,0,0,0,0
3,2,0,2,93050,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2,0,4,2,157799,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,0,0,2,191016,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3,4,1,2,148257,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3,3,2,1,108070,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,3,4,2,65166,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,0,2,0,198193,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3,1,1,2,147409,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,1,1,1,97664,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3,2,2,2,189926,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3,2,2,2,61293,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,4,2,1,109212,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4,0,1,2,135276,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3,2,3,1,72559,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,2,2,2,125231,0,1,0,1,0,0,0,0,0,0,0,0,0,1
4,0,4,0,168277,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4,4,1,2,81747,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4,2,0,1,60037,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2,4,0,0,164294,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3,3,4,1,157847,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2,4,3,2,163742,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3,1,2,0,108503,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,1,1,1,88207,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2,4,2,0,93241,1,0,0,0,1,1,0,0,0,0,0,0,0,0
0,1,1,0,191130,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,3,0,1,156171,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,0,2,0,177302,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,1,4,1,132832,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,1,3,0,81383,0,1,0,1,0,0,0,0,0,0,0,0,0,1
4,4,4,0,184291,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1,3,3,0,62674,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1,0,2,2,174100,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1,4,2,2,169369,1,0,0,0,1,1,0,0,0,0,0,0,0,0
0,4,3,1,82820,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2,3,0,0,103794,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,0,1,1,193148,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4,3,4,2,188544,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4,0,4,2,97555,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,3,4,2,92406,0,1,0,1,0,0,0,0,0,0,0,0,0,1
4,4,2,2,100262,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,4,4,1,151320,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2,2,1,0,90284,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,1,1,1,150627,0,1,0,1,0,0,0,0,0,0,0,0,0,1
4,3,3,0,149023,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,2,2,2,101516,1,0,0,0,1,1,0,0,0,0,0,0,0,0
0,1,1,0,75577,0,1,0,1,0,0,0,0,0,0,0,0,0,1
4,3,0,2,75015,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,1,151104,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4,1,2,0,174412,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1,4,1,1,151740,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4,2,0,2,126640,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,1,3,1,143190,1,0,0,0,1,1,0,0,0,0,0,0,0,0
4,1,1,2,189516,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2,4,0,2,194718,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3,3,2,2,147007,0,1,0,1,0,0,0,0,0,0,0,0,0,1
4,0,0,1,107728,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,4,2,1,74878,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2,0,1,0,188925,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,3,1,0,69145,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2,1,4,1,148578,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2,0,4,1,78226,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,2,4,1,62802,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,2,1,1,84119,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,4,3,2,123560,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1,3,1,2,117353,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,4,0,2,183001,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4,4,1,1,131641,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2,4,1,2,111712,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4,2,2,2,190085,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4,2,2,0,128285,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,4,2,0,175278,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,2,1,2,84512,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,3,3,2,162077,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3,4,0,2,62064,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4,2,0,1,155614,0,1,0,1,0,0,0,0,0,0,0,0,0,1
4,0,3,0,177639,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1,4,3,0,90011,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3,4,0,0,131152,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,3,4,2,70960,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,1,2,1,181789,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,1,2,0,118920,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,3,0,0,81387,1,0,0,0,1,1,0,0,0,0,0,0,0,0
0,3,3,1,123960,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,3,4,2,182994,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3,1,0,2,92628,1,0,0,0,1,1,0,0,0,0,0,0,0,0
4,3,2,0,181269,1,0,0,0,1,1,0,0,0,0,0,0,0,0
3,2,1,0,107452,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,4,3,1,101098,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,4,1,0,146861,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4,0,0,1,87949,0,1,0,1,0,0,0,0,0,0,0,0,0,1
4,0,2,0,133537,1,0,0,0,1,1,0,0,0,0,0,0,0,0
